Issue Type,Issue key,Issue id,Parent id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,TEZ-2611,12844114,,HIVE: Tez job fails / MR succeeds,,rpinto,Major,Resolved,Cannot Reproduce,10/Jul/15 10:41,13/Jul/15 21:05,
Improvement,TEZ-2617,12844651,,"In Unordered Fetcher, if Local Fetch fails, fallback and try http Fetch before returning a failure",saikatr,saikatr,Major,Open,,13/Jul/15 14:26,13/Jul/15 14:30,
Bug,TEZ-2614,12844271,,InputReadyVertexManager could be less conservative,bikassaha,bikassaha,Major,Open,,10/Jul/15 20:09,10/Jul/15 20:09,
Improvement,TEZ-1277,12727251,,Tez Spill handler should truncate files to reserve space on disk,gopalv,gopalv,Major,Open,,15/Jul/14 05:17,08/Jul/15 18:54,
Bug,TEZ-2604,12843386,,PipelinedSorter doesn't use number of items when creating SortSpan ,ozawa,ozawa,Major,Resolved,Duplicate,08/Jul/15 02:27,08/Jul/15 04:19,
Bug,TEZ-2603,12843245,,Archive old tez releases ,,hitesh,Major,Open,,07/Jul/15 17:36,07/Jul/15 17:36,
Sub-task,TEZ-2589,12841900,12841513,Define the completeness of VertexManager,zjffdu,zjffdu,Major,Open,,01/Jul/15 06:11,06/Jul/15 05:47,
Sub-task,TEZ-2601,12842766,12841513,Investigate the effect of EdgeManager on Recovery,,zjffdu,Major,Open,,06/Jul/15 02:48,06/Jul/15 02:53,
Bug,TEZ-2590,12841904,,V_TASK_ATTEMPT_COMPLETED is added as both ignorable events and normal state machine transition ,,zjffdu,Major,Open,,01/Jul/15 06:28,01/Jul/15 06:28,
Sub-task,TEZ-1980,12768822,12764256,Suppress tez-dag findbugs warnings until addressed,hitesh,hitesh,Major,Closed,Fixed,20/Jan/15 22:58,30/Jun/15 04:53,
Sub-task,TEZ-2023,12771699,12771644,Refactor logIndividualFetchComplete() to be common for both shuffle-schedulers,rajesh.balamohan,rajesh.balamohan,Major,Closed,Fixed,02/Feb/15 10:54,30/Jun/15 04:53,
Bug,TEZ-2293,12819451,,"When running in ""mr"" mode, always use MR config settings",hitesh,hitesh,Major,Closed,Fixed,08/Apr/15 20:46,30/Jun/15 04:53,
Bug,TEZ-2135,12776953,,ACL checks handled incorrectly in AMWebController ,hitesh,hitesh,Major,Closed,Fixed,23/Feb/15 21:50,30/Jun/15 04:53,
Bug,TEZ-2186,12780605,,OOM with a simple scatter gather job with re-use,rajesh.balamohan,sseth,Major,Closed,Fixed,09/Mar/15 20:32,30/Jun/15 04:53,
Bug,TEZ-2098,12774820,,"Tez UI: Dag details should be the default page for dag, fix invalid time entries for failed Vertices",pramachandran,pramachandran,Major,Closed,Fixed,13/Feb/15 07:30,30/Jun/15 04:53,
Bug,TEZ-2168,12778888,,Fix application dependencies on mutually exclusive artifacts: tez-yarn-timeline-history and tez-yarn-timeline-history-with-acls,hitesh,hitesh,Major,Closed,Fixed,02/Mar/15 22:44,30/Jun/15 04:53,
Sub-task,TEZ-2236,12785794,12780019,Tez UI: Support loading of all tasks in the dag tasks page,Sreenath,Sreenath,Major,Closed,Fixed,26/Mar/15 07:45,30/Jun/15 04:53,
Improvement,TEZ-2169,12779225,,Add NDC context to various threads and pools,sershe,sershe,Major,Closed,Fixed,03/Mar/15 23:24,30/Jun/15 04:53,
